Name,Price,Rating,Specifications,Link,Brand,Model,Title,Warranty,Box Contents,Type,Design,Open or closed back,Fit,Impedance,Max frequency response,Min frequency response,Eartip size,Weight,Colours,Dimensions,Noise cancellation,Replaceable earbuds,Call control,Music control,Connectivity,Bluetooth version,Range,Bluetooth features,Microphone,Playback time,Charging type,Charging time,Compatible Models,Sensitivity,Foldable Design,Battery type,Battery capacity,Standby time,Colour(s),Driver Size,Connector,Driver type,Bluetooth audio codec,Bluetooth profile,Magnet Material,Noise isolation,Series,LED headphones,Max power input,Tangle free,Noise reduction,Cord Material,Plug type,Cable length,Cord type,Driver Material,Headphone housing type,Mic frequency,Other control,Mic type,Echo reduction,Detachable cable,Multidriver,Carrying Case Type
PTron Bassbuds Fute Bluetooth Headset,₹499,3.4,"In ear Wireless Earbuds, Bluetooth v5.1, 25  Playback Time, Call control",https://www.mysmartprice.com/audio/ptron-bassbuds-fute-bluetooth-headset-msf601392,PTron,Bassbuds Fute,PTron Bassbuds Fute,1 Year,"2 U Bluetooth Earbuds (Left and Right), 1 U Charging Case, 1 U Type-C Cable, 1 User Manual, 1 Warranty Card, 2 U (pairs) Eartips",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",,"Black, White",Overall :60 x 53 x 28 mm,,,Answer / End,Volume Control,Bluetooth,5.1,10 meter,,Yes,25,USB Type-C,,"Mobile Phone, PC, Tablet",,,,250 mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTron Bassbuds Duo Bluetooth Headset,₹598,3.4,"In ear Wireless Earbuds, Bluetooth v5.1, 15 hrs Playback Time, 13mm, Dynamic Driver, Noise Cancellation, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/ptron-bassbuds-duo-bluetooth-headset-msf602050,PTron,Bassbuds Duo,PTron Bassbuds Duo,1 Year,"Earbuds, USB Cable , User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,32 Ohms,,,"Large, Medium, Small",43 gm,"Black, Blue, White",Overall :22 x 45 x 61 mm,Yes,Yes,Answer / End,Volume Control,Bluetooth,5.1,10 meter,Auto Pairing,Yes,15 Hours,USB,1.5 Hours,"Mobile Phone, PC, Tablet",,Yes,Li-Polymer,1000 mAh,,,,,Dynamic Driver,,A2DP,,,,,,,,,,,,,,,,,,,,
Boult Audio Airbass Z35 Bluetooth Headset,₹719,3.9,"In ear Wireless Earbuds, Bluetooth v5.3, 32 hrs Playback Time, 13mm, Dynamic Driver, Noise Cancellation, 120 hrs standby time",https://www.mysmartprice.com/audio/boult-audio-airbass-z35-bluetooth-headset-msf611880,Boult Audio,Airbass Z35,Boult Audio Airbass Z35,,"1 Pair Earbuds, Charging Case, Extra Pair of Eartips, Charging Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,16 Ohms,20000 Hz,20 Hz,"Large, Medium, Small",70 gm,"Black, Orange, Pista Green",Overall :55 x 35 x 35 mm,Yes,Yes,Answer / End,Volume Control,Bluetooth,5.3,10 meter,Auto Pairing,Yes,32 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",106 dB/mw,,Li-ion,,120 Hours,,,,Dynamic Driver,,A2DP  AVRCP  HFP  HSP,Neodymium,,,,,,,,,,,,,,,,,,,
Mivi DuoPods F40 Bluetooth Headset,"₹1,199",3.7,"In ear Wireless Earbuds, Bluetooth v5.1, 50 hrs Playback Time, 13mm, Dynamic Driver, Replaceable Earbuds, 250 hrs standby time",https://www.mysmartprice.com/audio/mivi-duopods-f40-bluetooth-headset-msf601834,Mivi,DuoPods F40,Mivi DuoPods F40,1 Year,"1 Pair of Earbuds, Large and Small Ear Tips, Charging Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,20000 Hz,20 Hz,"Large, Medium, Small",,"Black, Blue, White, Mint Green, Space Grey",Overall :60 x 55 x 22 mm,,Yes,Answer / End,Volume Control,Bluetooth,5.1,,,Yes,50 Hours,USB Type-C,1 Hours,"Mobile Phone, PC, Tablet",,Yes,Li-Polymer,,250 Hours,,,,Dynamic Driver,,A2DP  AVRCP  HFP  HSP,,,,,,,,,,,,,,,,,,,,
Truke Buds S1 Bluetooth Headset,"₹1,099",4.0,"In ear Wireless Earbuds, Bluetooth v5.1, 10 hrs Playback Time, 10mm, Dynamic Driver, Noise Cancellation, 100 hrs standby time",https://www.mysmartprice.com/audio/truke-buds-s1-bluetooth-headset-msf602727,Truke,Buds S1,Truke Buds S1,6 Months,"Earbuds, USB Type C Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",50 gm,,,Yes,Yes,Answer/End,Play/Pause,,5.1,10 meter,Auto Pairing,Yes,10 Hours,USB Type-C,1.5 Hours,"Media player, Mobile Phone, Tablet",,,Li-Polymer,500 mAh,100 Hours,Black,10 mm,Bluetooth,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
Oneplus Buds Z2 Bluetooth Headset,"₹3,699",4.2,"In ear Wireless Earbuds, Bluetooth v5.2, 5 hrs Playback Time, 11mm Driver, Noise Cancellation, 27 hrs standby time",https://www.mysmartprice.com/audio/oneplus-buds-z2-bluetooth-headset-msf602377,OnePlus,Buds Z2,Oneplus Buds Z2,,"Earbuds, USB Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,32 Ohms,20000 Hz,20 Hz,"Large, Medium, Small",42 gm,", Obsidian Black, Pearl White",Overall :73.15 x 36.8 x 29.1 mm,Yes,Yes,Answer / End,,Bluetooth,5.2,10 meter,Auto Pairing,Yes,5 Hours,USB Type-C,1.5 Hours,"Media player, Mobile Phone, Tablet",,Yes,,520 mAh,27 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,
Boult Audio X10 Bluetooth Headset,₹798,3.9,"In ear Wireless Earbuds, Bluetooth v5.3, 10mm Driver, Noise Cancellation, 1.5 hrs Charging Time",https://www.mysmartprice.com/audio/boult-audio-x10-bluetooth-headset-msf613233,Boult Audio,X10,Boult Audio X10,1 Year,"1 Pair of Earbuds, Charging Case, Extra Pair of Ear Tips, Charging Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,32 Ohms,,,"Large, Medium, Small",43 gm,,Overall :29 x 56 x 50 mm,Yes,Yes,Answer / End,Volume / Control,,5.3,10 meter,Auto Pairing,Yes,,,1.5 Hours,"Mobile Phone, PC, Tablet",,,,,,"Black, White",10 mm,Bluetooth,,A2DP  AVRCP  HFP  HSP,,Neodymium,,,,,,,,,,,,,,,,,,,
Truke Clarity 5 Bluetooth Headset,"₹1,199",4.0,"In ear Wireless Earbuds, Bluetooth v5.3, 80 hrs Playback Time, 13mm, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/truke-clarity-5-bluetooth-headset-msf613042,Truke,Clarity 5,Truke Clarity 5,1 Year,"1 Pair of Earbuds, Wireless Charging Case, Type-C USB Cable, Warranty Card, User Manual, 2 Pair of Additional Ear Tips",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",,,,,Yes,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,80 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",,,,,,Black,13 mm,Bluetooth,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
Wings Phantom Orangutan Bluetooth Headset,₹899,3.9,"In ear Wireless Earbuds, Bluetooth v5.3, 25 hrs Playback Time, 12mm Driver, Noise Cancellation, 250 hrs standby time",https://www.mysmartprice.com/audio/wings-phantom-orangutan-bluetooth-headset-msf613416,Wings,Phantom Orangutan,Wings Phantom Orangutan,1 Year,"1 Pair of Earbuds, Charging Case, Cable, Ear Cushions, User Manual",Wireless,In ear canalphone,Closed Back,In the Ear,32 Ohms,20000 Hz,20 Hz,"Large, Medium, Small",43 gm,,Overall :31 x 85 x 47 mm,Yes,Yes,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,25 Hours,,,"Mobile Phone, PC, Tablet",,,Li-ion,,250 Hours,"Black, Orange",12 mm,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,
Boult Audio Z40 Pro Bluetooth Headset,"₹1,199",4.0,"In ear Wireless Earbuds, Bluetooth v5.3, 8 hrs Playback Time, 10mm, Dynamic Driver, Noise Isolation, 100 hrs standby time",https://www.mysmartprice.com/audio/boult-audio-z40-pro-bluetooth-headset-msf615663,Boult Audio,Z40 Pro,Boult Audio Z40 Pro,1 Year,"1 Pair of Earbuds, Charging Case, Charging Cable, User Manual, Warranty Card, Additional Pair of Ear Tips",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",50 gm,,Overall :48 x 27 x 60 mm,,Yes,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,8 Hours,USB Type-C,90 Minute,"Mobile Phone, PC, Tablet",,,Li-ion,,100 Hours,"Pro Midnight, Pro Dawn, Pro Jungle, Pro Lavender",10 mm,Bluetooth,Dynamic Driver,,,,Yes,,,,,,,,,,,,,,,,,,
Realme Buds Air 3 Bluetooth Headset,"₹2,224",4.1,"In ear Wireless Earbuds, Bluetooth v5.2, 7 hrs Playback Time, 10mm Driver, Noise Cancellation, 30 hrs standby time",https://www.mysmartprice.com/audio/realme-buds-air-3-bluetooth-headset-msf601974,Realme,Buds Air 3,Realme Buds Air 3,1 Year,"Earbuds, Charging Case, USB Cable Type C, Eartips, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",57 gm,", Starry Blue, Galaxy White",Overall :103 x 110.5 x 39.6 mm,Yes,Yes,Answer / End,Volume Control,Bluetooth,5.2,10 meter,Auto Pairing,Yes,7 Hours,USB Type-C,1 Hours,"Mobile Phone, PC, Tablet",42 dB/mw,Yes,Li-ion,460 mAh,30 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,
Boult Audio X10 Pro Bluetooth Headset,₹798,3.9,"In ear Wireless Earbuds, Bluetooth v5.3, 45 hrs Playback Time, 10mm Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/boult-audio-x10-pro-bluetooth-headset-msf612734,Boult Audio,X10 Pro,Boult Audio X10 Pro,1 Year,"X10 Pro Earphones, Warranty Card, Type-C Charging case, Extra Pair of Eartips, Charging cable, User Manual, Cable, Ear Cushions",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",,,Overall :29 x 50 x 56 mm,,Yes,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,45 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",,,,,,"Green, Grey",10 mm,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,
Boult Audio Astra Bluetooth Headset,"₹1,299",4.1,"In ear Wireless Earbuds, Bluetooth v5.3, 48 hrs Playback Time, 13mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/boult-audio-astra-bluetooth-headset-msf616797,Boult Audio,Astra,Boult Audio Astra,1 Year,"1 Pair of Earbud, Charging Case, Charging Cable, User Manual, Warranty Card, Additional Ear Tips",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",60 gm,,Overall :56 x 50 x 29 mm,Yes,,Answer / End,Volume Control,,5.3,,Auto Pairing,Yes,48 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",,,Li-Polymer,,,"Black Gloss, Smoky Metal, White Opal",13 mm,Bluetooth,Dynamic Driver,A2DP  AVRCP  HFP  HSP,,,,,,,,,,,,,,,,,,,,,
Mivi DuoPods F60 Bluetooth Headset,"₹1,399",3.7,"In ear Wireless Earbuds, Bluetooth v5.1, 12mm Driver, Noise Cancellation, 250 hrs standby time, 1 hrs Charging Time",https://www.mysmartprice.com/audio/mivi-duopods-f60-bluetooth-headset-msf601895,Mivi,DuoPods F60,Mivi DuoPods F60,1 Year,"1 Pair of Earbud with Charging Case, Large and Small Eartips, Charging Cable, Warranty Card",Wireless,In ear canalphone,,In the Ear,,20000 Hz,20 Hz,"Large, Medium, Small",47 gm,"Black, Blue, Green, White",Overall :630 x 630 x 250 mm,Yes,Yes,Answer / End,Volume Control,Bluetooth,5.1,10 meter,Auto Pairing,Yes,,USB Type-C,1 Hours,"Mobile Phone, PC, Tablet",,Yes,Li-Polymer,,250 Hours,,,,,,A2DP  AVRCP  HFP  HSP,,,,,,,,,,,,,,,,,,,,
Realme Buds T300 Bluetooth Headset,"₹2,299",4.3,"In ear Wireless Earbuds, Bluetooth v5.3, 40 hrs Playback Time, 12.4mm, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/realme-buds-t300-bluetooth-headset-msf613256,realme,Buds T300,Realme Buds T300,,"Earbuds, Charging Case, USB Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",,,,", Active Noise Cancellation",Yes,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,40 Hours,,,"Mobile Phone, PC, Tablet",,,Li-ion,,,"Stylish Black, Youth White",12.4 mm,Bluetooth,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
Boult Audio W40 Bluetooth Headset,"₹1,299",4.1,"In ear Wireless Earbuds, Bluetooth v5.3, 48 hrs Playback Time, 13mm Driver, Noise Cancellation",https://www.mysmartprice.com/audio/boult-audio-w40-bluetooth-headset-msf616802,Boult Audio,W40,Boult Audio W40,1 Year,"1 Pair of Earbuds, Charging Case, Charging Cable, User Manual, Warranty Card, Extra Pair of Ear Tips",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",,,,Yes,,Answer / End,Volume Control,,5.3,10 meter,,Yes,48 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",,,,,,"Khaki Green, Berry Red, Denim Blue, Ivory White",13 mm,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,
Boult Audio W20 Bluetooth Headset,₹899,4.1,"In ear Wireless Earbuds, Bluetooth v5.3, 32 hrs Playback Time, 13mm, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/boult-audio-w20-bluetooth-headset-msf613418,Boult Audio,W20,Boult Audio W20,1 Year,"1 Pair of Earbuds, Charging Case, Charging Cable, User Manual, Warranty Card, Additional Pair of Ear Tips",Wireless,In ear canalphone,Closed Back,In the Ear,16 Ohms,,,"Large, Medium, Small",,,,,Yes,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,32 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",,,Li-ion,,,"Glacier Blue, Pine Green, Space Black",13 mm,Bluetooth,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
Truke Air Buds Lite Bluetooth Headset,₹699,3.9,"In ear Wireless Earbuds, Bluetooth v5.1, 48 hrs Playback Time, 10mm, Dynamic Driver, Noise Cancellation, 180 hrs standby time",https://www.mysmartprice.com/audio/truke-air-buds-lite-bluetooth-headset-msf602083,Truke,Air Buds Lite,Truke Air Buds Lite,1 Year,"Earbuds, Charging Case, USB Cable Type-C, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,Small,46 gm,Black,Overall :26 x 63 x 46.5 mm,Yes,Yes,Answer/End,Volume Control,Bluetooth,5.1,10 meter,,Yes,48 Hours,USB Type-C,1.5 Hours,"Media player, Mobile Phone, PC, Tablet",,Yes,Li-Polymer,300 mAh,180 Hours,,,,Dynamic Driver,,,,,Airbuds,,,,,,,,,,,,,,,,,
Mivi DuoPods F70 Bluetooth Headset,"₹1,299",3.9,"In ear Wireless Earbuds, Bluetooth v5.1, 50 hrs Playback Time, 12mm, Dynamic Driver, Noise Cancellation, 250 hrs standby time",https://www.mysmartprice.com/audio/mivi-duopods-f70-bluetooth-headset-msf601654,Mivi,DuoPods F70,Mivi DuoPods F70,1 Year,"1 Pair of Earbuds with Charging Case, Large and Small Earbuds, Charging Cable, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,20000 Hz,20 Hz,"Large, Medium, Small",,"Black, Blue, Beige, Coral",,Yes,Yes,Answer / End,Volume Control,Bluetooth,5.1,10 meter,Auto Pairing,Yes,50 Hours,USB Type-C,1 Hours,"Mobile Phone, PC, Tablet",,Yes,Li-Polymer,500 mAh,250 Hours,,,,Dynamic Driver,,A2DP  AVRCP  HFP  HSP,,,,,,,,,,,,,,,,,,,,
Samsung Galaxy Buds Bluetooth Earbuds,"₹6,999",4.5,"In ear Wireless Earbuds, Bluetooth v5.0, 6 hrs Playback Time, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/samsung-galaxy-buds-bluetooth-earbuds-msf603702,Samsung,Galaxy Buds,Samsung Galaxy Buds,,"Earphone, User Manual, Warranty Card",Wireless,In ear,Closed Back,In the Ear,,,,"Large, Medium, Small",40 gm,,,Yes,Yes,Answer/End,Play/Pause,,5.0,10 meter,"Auto Pairing, Media Remote",Yes,6 Hours,Proprietary,,"Media player, Mobile Phone, Tablet",,,,58 mAh,,"Black, White, Yellow",,Bluetooth  ipod Dock,Dynamic Driver,A2DP  AVRCP  HFP  HSP,,Neodymium,,,,,,,,,,,,,,,,,,,
Mivi DuoPods D3 Bluetooth Headset,₹799,3.9,In-the-ear Earbud,https://www.mysmartprice.com/audio/mivi-duopods-d3-bluetooth-headset-msf612892,Mivi,DuoPods D3,Mivi DuoPods D3,1 Year,"1 Pair of Earbuds, Charging Case, Type C Charging Cable, Quick Start Guide, Warranty Registration",Wireless,In ear canalphone,Closed Back,In the Ear,,20000 Hz,20 Hz,"Large, Medium, Small",,,,,Yes,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,50 Hours,USB Type-C,2 Hours,"Mobile Phone, PC, Tablet",,,Li-ion,380 mAh,,"Arctic Blue, Cobalt Black, Hazel Green, Lime White",13 mm,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,
JBL Endurance RunBT Bluetooth Headset,₹414,4.3,"In ear Wireless Earbuds, Bluetooth v4.1, 6 hrs Playback Time, 8.2mm, Dynamic Driver, Tangle Free, 24 hrs standby time",https://www.mysmartprice.com/audio/jbl-endurance-runbt-bluetooth-headset-msf603004,JBL,Endurance Run,JBL Endurance RunBT,1 Year,"Earphone, USB Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,Behind the neck,16 Ohms,20000 Hz,20 Hz,"Large, Medium, Small",19 gm,"Black, Green, Red",Overall :140 x 75 x 85 mm,,,Answer/End,Play/Pause,Bluetooth,4.1,10 meter,Auto Pairing,Yes,6 Hours,USB,2 Hours,"Media player, Mobile Phone, Tablet",102 dB/mw,Yes,Li-ion,700 mAh,24 Hours,,,,Dynamic Driver,,A2DP  AVRCP  HFP  HSP,,,,,20 mW,Yes,,,,,,,,,,,,,,
JBL Tune 125TWS Bluetooth Headset,"₹5,499",4.3,"In ear Wireless Earbuds, Bluetooth v5.0, 8 hrs Playback Time, 10mm, Dynamic Driver, Replaceable Earbuds, 32 hrs standby time",https://www.mysmartprice.com/audio/jbl-tune-125tws-bluetooth-headset-msf603052,JBL,Tune 125TWS,JBL Tune 125TWS,1 Year,"Earbuds, USB Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,14 Ohms,20000 Hz,20 Hz,"Large, Medium, Small",73 gm,,,,Yes,Answer/End,Play/Pause,,5.0,,"Auto Pairing, Media Remote",Yes,8 Hours,,2 Hours,"Media player, Mobile Phone, Tablet",96 dB/mw,Yes,Li-ion,850 mAh,32 Hours,"Black, Blue, White",10 mm,Bluetooth,Dynamic Driver,A2DP  AVRCP  HFP,,,,,,,,,,,,,,,,,,,,,
Noise Buds VS303 Bluetooth Headset,"₹2,023",4.0,"In ear Wireless Earbuds, 13mm, Dynamic Driver, Call control",https://www.mysmartprice.com/audio/noise-buds-vs303-bluetooth-headset-msf602366,Noise,Buds VS303,Noise Buds VS303,1 Year,"Earbuds, Charging Case, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",,,,,,Touch Control,,,,10 meter,,Yes,,,,,,,,,,Black,13 mm,Bluetooth,Dynamic Driver,,,Neodymium,,,,,,,,,,,,,,,,,,,
Oneplus Nord Buds CE Bluetooth Headset,"₹1,839",4.1,"In ear Wireless Earbuds, Bluetooth v5.2, 4.5  Playback Time, 13.4mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/oneplus-nord-buds-ce-bluetooth-headset-msf601712,OnePlus,Nord Buds CE,OnePlus Nord Buds CE,,"Earbuds, Charging Case, USB Cable Type C, Eartips, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,20000 Hz,20 Hz,"Large, Medium, Small",33 gm,", Moonlight White, Misty Grey",Eartips :359.2 x 184.7 x 170.2 mm  Carrying case :586.1 x 511 x 249 mm,Yes,,Answer / End,Volume Control,Bluetooth,5.2,10 meter,Auto Pairing,Yes,4.5,,,"Mobile Phone, PC, Tablet",,Yes,,300 mAh,,,,,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
Nothing Ear 1 Bluetooth Headset,"₹4,999",4.2,"In ear Wireless Earbuds, Bluetooth v5.2, 64 hrs Playback Time, 11.6mm, Dynamic Driver, Noise Cancellation",https://www.mysmartprice.com/audio/nothing-ear-1-bluetooth-headset-msf602574,Nothing,Ear 1,Nothing Ear 1,1 Year,"Earbuds, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,20000 Hz,20 Hz,"Large, Medium, Small",58 gm,"Black, White",Eartips :289 x 215 x 235 mm  Carrying case :586 x 586 x 237 mm,Yes,Yes,Answer / End,Volume Control,Bluetooth,5.2,10 meter,,Yes,64 Hours,USB Type-C,,"Media player, Mobile Phone, Tablet",,Yes,,570 mAh,,,,,Dynamic Driver,,A2DP  AVRCP  HFP,Neodymium,,,,,,,,,,,,,,,,,,,
JBL Tune 230NC Bluetooth Headset,"₹2,589",3.7,"In ear Wireless Earbuds, Bluetooth v5.2, 40 hrs Playback Time, 6mm, Dynamic Driver, Noise Cancellation, 2 hrs Charging Time",https://www.mysmartprice.com/audio/jbl-tune-230nc-bluetooth-headset-msf602391,JBL,Tune 230NC,JBL Tune 230NC,1 Year,"Earbuds, Charging Case, USB Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,16 Ohms,20000 Hz,20 Hz,"Large, Medium, Small",58 gm,,Overall :60 x 46 x 28 mm,Yes,Yes,Answer / End,Volume Control,,5.2,10 meter,Auto Pairing,Yes,40 Hours,USB Type-C,2 Hours,"Media player, Mobile Phone, Tablet",105 dB/mw,Yes,Li-ion,750 mAh,,"Black, Blue",6 mm,Bluetooth,Dynamic Driver,A2DP  AVRCP  HFP,,,,,,,,,,,,,,,,,,,,,
Bose Sport Earbuds Bluetooth Headset,"₹15,999",3.9,"In ear Wireless Earbuds, Bluetooth v5.0, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/bose-sport-earbuds-bluetooth-headset-msf603086,Bose,Sport Earbuds,Bose Sport Earbuds,1 Year,"Earbuds, Charging Case, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",,,,,Yes,Touch Control,,,5.0,10 meter,,Yes,,USB Type-C,,"Media player, Mobile Phone, Tablet",,,Li-ion,,,Black,,Bluetooth,Dynamic Driver,,,Neodymium,,,,,,,,,,,,,,,,,,,
Noise Buds VS102 Neo Bluetooth Headset,"₹1,299",4.0,"In ear Wireless Earbuds, Bluetooth v5.3, 33 hrs Playback Time, 11mm Driver, Noise Cancellation, 2 hrs Charging Time",https://www.mysmartprice.com/audio/noise-buds-vs102-neo-bluetooth-headset-msf613045,Noise,Buds VS102 Neo,Noise Buds VS102 Neo,1 Year,"1 Pair of Earbuds, Charging Case, Charging Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,,,,,"Large, Medium, Small",,,Carrying case :52.5 x 43.5 x 26.5 mm,Yes,Yes,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,33 Hours,,2 Hours,"Mobile Phone, PC, Tablet",,,Li-ion,,,"Carbon Black, Ice Blue, Olive Green, Pearl Pink, Soft Lilac",11 mm,Bluetooth,,,,,,,,,,Yes,,,,,,,,,,,,,
Anker Soundcore R50i Bluetooth Headset,"₹1,399",4.2,"In ear Wireless Earbuds, Bluetooth v5.3, 30 hrs Playback Time, 10mm, Dynamic Driver, Replaceable Earbuds",https://www.mysmartprice.com/audio/anker-soundcore-r50i-bluetooth-headset-msf613656,Anker,Soundcore R50i,Anker Soundcore R50i,18 Months,"TWS Bluetooth Ear Buds, Ear Tips (3 Sizes) Charging Case, Operating Manual",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",100 gm,,Overall :50 x 30 x 10 mm,,Yes,Answer / End,Volume Control,,5.3,10 meter,Auto Pairing,Yes,30 Hours,,,"Mobile Phone, PC, Tablet",,,Li-ion,,,Black,10 mm,Bluetooth,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
Truke Buds F1 Bluetooth Headset,₹799,3.9,"In ear Wireless Earbuds, Bluetooth v5.2, 48 hrs Playback Time, 6mm, Dynamic Driver, Replaceable Earbuds, 180 hrs standby time",https://www.mysmartprice.com/audio/truke-buds-f1-bluetooth-headset-msf601861,Truke,Buds F1,Truke Buds F1,1 Year,"2 Bluetooth Earbuds (Left and Right), Charging Case, 2 (Pairs) Eartips, Type-C Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",35 gm,"Black, Blue",Overall :44 x 53 x 30 mm,,Yes,Answer / End,Volume Control,Bluetooth,5.2,10 meter,Auto Pairing,Yes,48 Hours,USB Type-C,1.5 Hours,"Mobile Phone, PC, Tablet",,Yes,Li-Polymer,300 mAh,180 Hours,,,,Dynamic Driver,,,,,,,,,,,,,,,,,,,,,,
Bose QuietComfort Bluetooth Headset,"₹12,884",4.0,"In ear Wireless Earbuds, Bluetooth v5.1, 6 hrs Playback Time, Noise Cancellation, 2 hrs Charging Time",https://www.mysmartprice.com/audio/bose-quietcomfort-bluetooth-headset-msf602229,Bose,QuietComfort,Bose QuietComfort,1 Year,"Earbuds, USB Type C Cable, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",,", Triple Black, Soapstone, Stone Blue",Eartips :390 x 270 x 260 mm,Yes,Yes,Answer/End,Play/Pause,Bluetooth,5.1,10 meter,Media Remote,Yes,6 Hours,USB Type-C,2 Hours,"Media player, Mobile Phone, Tablet",,,Li-ion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boat Airdopes 181 Bluetooth Headset,"₹1,099",3.8,"In ear Wireless Earbuds, Bluetooth v5.2, 20 hrs Playback Time, 10mm Driver, Noise Cancellation",https://www.mysmartprice.com/audio/boat-airdopes-181-bluetooth-headset-msf602062,Boat,Airdopes 181,Boat Airdopes 181,1 Year,"Earbuds, USB Cable Type C, User Manual, Warranty Card",Wireless,In ear canalphone,Closed Back,In the Ear,,,,"Large, Medium, Small",45 gm,", Bold Blue, Carbon Black, Cool Grey, Spirit White",Overall :17 x 26 x 32 mm,Yes,Yes,Answer / End,Volume Control,Bluetooth,5.2,10 meter,Auto Pairing,Yes,20 Hours,USB Type-C,,"Mobile Phone, PC, Tablet",,Yes,Li-ion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
